col,n,seasons,slope_raw,slope_ctrl,keep_pct,delta_pp
gross_eur,18,2024,0.46248418939022273,0.19460654988818687,0.4207853032657661,22.342722856689086
net_eur,38,"2024,2025",0.410740179342332,0.26460397085952325,0.6442125318326569,22.342722856689086
