season,club,side,pc,e_lp,e_scored,ppm_true,avail_true
2025,OLY,club,11221,0.5969298245614035,0.5969298245614035,0.3967670830271859,0.10526315789473684
2025,OLY,club,11981,5.21578947368421,5.21578947368421,0.7063572149344097,0.3157894736842105
2025,OLY,club,1255,11.532456140350877,11.532456140350877,0.1620141477143074,0.8157894736842105
2025,OLY,club,12610,16.722807017543857,16.722807017543857,0.4107217792698279,0.8421052631578947
2025,OLY,club,13380,19.332456140350878,19.332456140350878,0.3580017242161623,0.8947368421052632
2025,OLY,club,13389,3.3017543859649123,3.3017543859649123,0.1594048884165781,0.2894736842105263
2025,OLY,club,14122,0.3824561403508771,0.3824561403508771,-0.2752293577981651,0.10526315789473684
2025,OLY,club,14212,2.4263157894736844,2.4263157894736844,0.1084598698481561,0.18421052631578946
2025,OLY,club,14316,4.314035087719299,4.314035087719299,0.3965026433509556,0.2894736842105263
2025,OLY,club,3469,25.382894736842104,25.382894736842104,0.8148877714996631,0.8947368421052632
2025,OLY,club,3941,20.114473684210527,20.114473684210527,0.9197357231634722,0.9210526315789473
2025,OLY,club,6591,10.007456140350879,10.007456140350879,0.1814436604286277,0.6052631578947368
2025,OLY,club,7853,6.693421052631579,6.693421052631579,0.4010222134853548,0.5789473684210527
2025,OLY,club,8811,0.35350877192982455,0.35350877192982455,0.8188585607940446,0.05263157894736842
2025,OLY,club,8829,14.823245614035088,14.823245614035088,0.4953102346362103,1.0
2025,OLY,club,8855,20.351315789473684,20.351315789473684,0.376284993857891,0.8421052631578947
2025,OLY,club,9849,26.17982456140351,26.17982456140351,0.575975875356006,1.0
2025,PAM,cap_noshape,10391,25.837447,25.837447,0.3810238843789593,0.9736842105263158
2025,PAM,cap_noshape,11196,26.669815,26.669815,0.7660149215333163,0.868421052631579
2025,PAM,cap_noshape,11209,0.0,0.0,0.20315145201198076,0.6578947368421053
2025,PAM,cap_noshape,12515,9.6752183,9.6752183,0.389465045139148,0.8421052631578947
2025,PAM,cap_noshape,12608,27.738397,27.738397,0.4755902865305437,0.9736842105263158
2025,PAM,cap_noshape,12712,27.800978,27.800978,0.5083445560082508,1.0
2025,PAM,cap_noshape,1518,0.0,0.0,0.2693026983702912,1.0
2025,PAM,cap_noshape,5791,26.938284,26.938284,0.6781448969596504,1.0
2025,PAM,cap_noshape,6835,27.323381,27.323381,0.5603027949027322,0.9210526315789473
2025,PAM,cap_noshape,7027,28.016479,26.94736842105263,0.6443699892305852,0.8421052631578947
2025,PAM,cap_noshape,7673,0.0,0.0,0.31578947368421056,0.02631578947368421
2025,PAM,cap_noshape,9513,0.0,0.0,0.28148432993655065,0.6842105263157895
2025,PAM,cap_shape,11194,23.779197,23.779197,0.6540608142161165,1.0
2025,PAM,cap_shape,11196,24.86886,24.86886,0.7660149215333163,0.868421052631579
2025,PAM,cap_shape,11209,0.0,0.0,0.20315145201198076,0.6578947368421053
2025,PAM,cap_shape,11218,27.346757,0.8421052631578947,0.0,0.02631578947368421
2025,PAM,cap_shape,11442,13.390741,10.947368421052632,0.44813278008298757,0.34210526315789475
2025,PAM,cap_shape,12515,9.7535575,9.7535575,0.389465045139148,0.8421052631578947
2025,PAM,cap_shape,12712,18.918421,18.918421,0.5083445560082508,1.0
2025,PAM,cap_shape,12788,13.571491,13.571491,0.6901225504037949,1.0
2025,PAM,cap_shape,1518,0.0,0.0,0.2693026983702912,1.0
2025,PAM,cap_shape,3941,17.959649,17.959649,0.9197357231634721,0.9210526315789473
2025,PAM,cap_shape,6835,22.394847,22.394847,0.5603027949027322,0.9210526315789473
2025,PAM,cap_shape,7027,28.016479,26.94736842105263,0.6443699892305852,0.8421052631578947
2025,PAM,club,10042,18.44298245614035,18.44298245614035,0.7505350772889416,0.8421052631578947
2025,PAM,club,10162,1.1131578947368421,1.1131578947368421,0.0945626477541371,0.34210526315789475
2025,PAM,club,10393,20.48991228070176,20.48991228070176,0.4507994948305756,1.0
2025,PAM,club,10444,14.999561403508773,14.999561403508773,0.466680312289833,0.8947368421052632
2025,PAM,club,10545,12.52017543859649,12.52017543859649,0.4939396062495621,0.9473684210526315
2025,PAM,club,10750,7.348245614035088,7.348245614035088,0.3652859018741792,0.6842105263157895
2025,PAM,club,11078,19.254824561403503,19.254824561403503,0.5535181430946904,1.0
2025,PAM,club,11217,21.056140350877193,21.056140350877193,0.5824029328445259,0.8947368421052632
2025,PAM,club,11980,0.7614035087719297,0.7614035087719297,0.1036866359447004,0.07894736842105263
2025,PAM,club,12738,19.0390350877193,19.0390350877193,0.5998756018337211,1.0
2025,PAM,club,14115,18.749122807017542,18.749122807017542,0.4617759895199775,1.0
2025,PAM,club,14133,0.649561403508772,0.649561403508772,0.2025658338960162,0.05263157894736842
2025,PAM,club,14168,11.94298245614035,11.94298245614035,0.3481454278369446,0.7368421052631579
2025,PAM,club,5356,2.2298245614035084,2.2298245614035084,0.035405192761605,0.2631578947368421
2025,PAM,club,5596,1.3013157894736842,1.3013157894736842,0.0606673407482305,0.15789473684210525
2025,PAM,club,6643,14.867543859649123,14.867543859649123,0.3380730426573839,0.9210526315789473
2025,PAM,club,7527,17.207894736842103,17.207894736842103,0.4649028903502065,0.8947368421052632
2025,PAN,cap_noshape,11196,26.669815,26.669815,0.7660149215333163,0.868421052631579
2025,PAN,cap_noshape,11218,27.346757,0.8421052631578947,0.0,0.02631578947368421
2025,PAN,cap_noshape,12201,27.231543,27.231543,0.6992419399031876,0.8947368421052632
2025,PAN,cap_noshape,12712,27.800978,27.800978,0.5083445560082508,1.0
2025,PAN,cap_noshape,2968,0.0,0.0,0.18220467658669906,0.18421052631578946
2025,PAN,cap_noshape,3469,28.13899,28.13899,0.8148877714996631,0.8947368421052632
2025,PAN,cap_noshape,3941,18.575745,18.575745,0.9197357231634721,0.9210526315789473
2025,PAN,cap_noshape,5791,11.15444,11.15444,0.6781448969596504,1.0
2025,PAN,cap_noshape,5928,5.2532434,5.2532434,0.5987525987525986,1.0
2025,PAN,cap_noshape,6482,0.0,0.0,0.07560642654625643,0.3684210526315789
2025,PAN,cap_noshape,8987,27.828489,25.263157894736842,0.6118995510029106,0.7894736842105263
2025,PAN,cap_noshape,9299,0.0,0.0,0.20417422867513613,0.4473684210526316
2025,PAN,cap_shape,11196,26.669815,26.669815,0.7660149215333163,0.868421052631579
2025,PAN,cap_shape,11218,27.346757,0.8421052631578947,0.0,0.02631578947368421
2025,PAN,cap_shape,12608,16.445302,16.445302,0.4755902865305437,0.9736842105263158
2025,PAN,cap_shape,12712,22.776792,22.776792,0.5083445560082508,1.0
2025,PAN,cap_shape,3469,28.13899,28.13899,0.8148877714996631,0.8947368421052632
2025,PAN,cap_shape,3941,18.918421,18.918421,0.9197357231634721,0.9210526315789473
2025,PAN,cap_shape,5683,0.0,0.0,0.029289724188430562,0.2631578947368421
2025,PAN,cap_shape,5791,10.811764,10.811764,0.6781448969596504,1.0
2025,PAN,cap_shape,5942,0.0,0.0,0.07451102142191866,0.3684210526315789
2025,PAN,cap_shape,6835,12.332534,12.332534,0.5603027949027322,0.9210526315789473
2025,PAN,cap_shape,7230,15.085838,10.947368421052632,0.41874698019004675,0.34210526315789475
2025,PAN,cap_shape,8987,21.473787,21.473787,0.6118995510029106,0.7894736842105263
2025,PAN,club,11085,8.983771929824561,8.983771929824561,0.3544402675389347,0.7368421052631579
2025,PAN,club,11204,22.407894736842106,22.407894736842106,0.3499706400469759,0.9473684210526315
2025,PAN,club,11209,3.3679824561403513,3.3679824561403513,0.2031514520119807,0.6578947368421053
2025,PAN,club,11284,10.805263157894737,10.805263157894737,0.5918168533852898,0.7631578947368421
2025,PAN,club,11442,2.114035087719298,2.114035087719298,0.4481327800829875,0.34210526315789475
2025,PAN,club,12608,15.659210526315787,15.659210526315787,0.4755902865305437,0.9736842105263158
2025,PAN,club,12712,25.728508771929825,25.728508771929825,0.5083445560082508,1.0
2025,PAN,club,12774,24.1969298245614,24.1969298245614,0.5666225597708858,0.8157894736842105
2025,PAN,club,14011,9.373245614035088,9.373245614035088,0.482897384305835,0.5
2025,PAN,club,1926,20.787280701754387,20.787280701754387,0.596265428842705,0.9736842105263158
2025,PAN,club,2328,2.126315789473684,2.126315789473684,0.0247524752475247,0.39473684210526316
2025,PAN,club,3842,4.424561403508772,4.424561403508772,0.6185567010309279,0.21052631578947367
2025,PAN,club,4088,23.76578947368421,23.76578947368421,0.4573136972649761,0.868421052631579
2025,PAN,club,4292,1.9491228070175437,1.9491228070175437,0.297029702970297,0.21052631578947367
2025,PAN,club,4451,0.44517543859649117,0.44517543859649117,0.0,0.07894736842105263
2025,PAN,club,5353,6.325438596491228,6.325438596491228,0.6614893912078769,0.5
2025,PAN,club,7866,10.352631578947369,10.352631578947369,0.4194204372140315,0.7368421052631579
2025,PAN,club,8962,7.186842105263157,7.186842105263157,0.5272793848407177,0.2631578947368421
2025,PAR,cap_noshape,11196,26.669815,26.669815,0.7660149215333163,0.868421052631579
2025,PAR,cap_noshape,11209,0.0,0.0,0.20315145201198076,0.6578947368421053
2025,PAR,cap_noshape,11218,27.346757,0.8421052631578947,0.0,0.02631578947368421
2025,PAR,cap_noshape,12515,9.6597229,9.6597229,0.389465045139148,0.8421052631578947
2025,PAR,cap_noshape,12612,2.791901,2.791901,0.2530311017395888,0.2894736842105263
2025,PAR,cap_noshape,12712,27.800978,27.800978,0.5083445560082508,1.0
2025,PAR,cap_noshape,1518,0.0,0.0,0.2693026983702912,1.0
2025,PAR,cap_noshape,3469,28.13899,28.13899,0.8148877714996631,0.8947368421052632
2025,PAR,cap_noshape,5791,26.938284,26.938284,0.6781448969596504,1.0
2025,PAR,cap_noshape,7027,22.825064,22.825064,0.6443699892305852,0.8421052631578947
2025,PAR,cap_noshape,7673,0.0,0.0,0.31578947368421056,0.02631578947368421
2025,PAR,cap_noshape,8987,27.828489,25.263157894736842,0.6118995510029106,0.7894736842105263
2025,PAR,cap_shape,11196,24.86886,24.86886,0.7660149215333163,0.868421052631579
2025,PAR,cap_shape,11209,0.0,0.0,0.20315145201198076,0.6578947368421053
