fill,n_missing,q_at_median,gap_median,delta
20.0,143,117.47657823800587,22.81918093288077,0.0
24.0,143,117.22844790792385,22.16081419320517,-0.6583667396755999
28.0,143,117.22844790792385,22.16081419320517,-0.6583667396755999
