Season,Player_ID,games_bx,minutes_bx,pir_bx
2017,P005094   ,28,679.1166666666667,269
2017,P005099   ,27,644.0333333333333,237
2017,P005112   ,29,744.8,414
2017,P005145   ,29,142.75,41
2017,P005159   ,28,686.3666666666667,377
2017,P005160   ,30,579.1,347
2017,P005161   ,31,681.5666666666667,190
2017,P005216   ,30,776.8333333333334,364
2017,P005327   ,4,7.933333333333334,1
2017,P005348   ,5,3.1666666666666665,2
2017,P005363   ,23,99.4,24
2017,P005368   ,22,110.96666666666667,37
2017,P005458   ,10,103.83333333333333,26
2017,P005519   ,18,36.1,-4
2017,P005713   ,10,16.116666666666667,-3
2017,P005718   ,33,752.0166666666667,234
2017,P005757   ,21,375.8666666666667,202
2017,P005781   ,30,701.3166666666667,295
2017,P005791   ,30,504.66666666666663,306
2017,P005800   ,17,359.96666666666664,218
2017,P005836   ,29,615.7,323
2017,P005838   ,36,941.9833333333333,463
2017,P005856   ,30,708.1166666666667,244
2017,P005881   ,33,372.9166666666667,83
2017,P005917   ,29,508.25,227
2017,P005918   ,29,697.8833333333333,272
2017,P005927   ,18,416.1333333333333,256
2017,P005928   ,30,696.4333333333333,310
2017,P005929   ,33,854.25,711
2017,P005938   ,31,674.7,247
2017,P005942   ,20,363.43333333333334,120
2017,P005961   ,1,0.0,0
2017,P005985   ,12,305.25,188
2017,P006084   ,1,0.0,0
2017,P006183   ,27,38.35,16
2017,P006357   ,10,0.9166666666666666,-2
2017,P006385   ,18,125.46666666666667,43
2017,P006399   ,33,242.7,92
2017,P006420   ,22,155.66666666666666,13
2017,P006433   ,36,993.7,511
2017,P006450   ,36,890.1333333333333,497
2017,P006477   ,30,651.4,363
2017,P006505   ,36,804.7333333333333,367
2017,P006536   ,14,131.88333333333333,30
2017,P006543   ,14,45.416666666666664,-1
2017,P006546   ,34,696.2166666666667,160
2017,P006586   ,1,0.36666666666666664,0
2017,P006590   ,33,703.1833333333333,349
2017,P006599   ,30,558.1166666666667,219
2017,P006614   ,34,1026.7,424
2017,P006625   ,25,112.58333333333334,27
2017,P006643   ,19,32.266666666666666,11
2017,P006693   ,5,10.9,-7
2017,P006737   ,1,0.18333333333333332,0
2017,P006919   ,24,114.7,27
2017,P007032   ,30,502.3833333333333,123
2017,P007185   ,11,157.21666666666667,59
2017,P007201   ,34,720.8333333333334,387
2017,P007400   ,30,599.15,254
2017,P007516   ,7,13.383333333333333,1
2017,P007636   ,1,0.0,0
2017,P007865   ,34,374.68333333333334,127
2017,P007866   ,9,12.433333333333334,2
2017,P007870   ,36,625.0333333333333,352
2017,P007872   ,16,268.06666666666666,105
2017,P007929   ,20,35.28333333333333,10
2017,P007946   ,24,605.1166666666667,252
2017,P007947   ,33,317.21666666666664,94
2017,P007948   ,23,81.3,14
2017,P007960   ,26,375.43333333333334,179
2017,P007961   ,28,330.59999999999997,93
2017,P007969   ,13,272.8,74
2017,P007988   ,29,613.8666666666667,303
2017,P007989   ,28,686.5666666666667,310
2017,P007990   ,30,359.7,83
2017,P007991   ,22,49.46666666666667,-6
2017,P007992   ,15,149.51666666666668,21
2017,P007993   ,30,528.9666666666667,154
2017,P007994   ,24,347.3833333333333,104
2017,P007995   ,12,5.733333333333333,-4
2017,P007996   ,3,45.88333333333333,16
2017,P007997   ,26,225.0,78
2017,P007998   ,36,575.3333333333334,220
2017,P008001   ,32,829.4333333333334,419
2017,P008002   ,30,644.4333333333333,243
2017,P008003   ,19,286.25,154
2017,P008004   ,30,592.5333333333333,304
2017,P008014   ,29,423.1333333333333,136
2017,P008015   ,18,40.85,4
2017,P008025   ,4,0.0,0
2017,P008032   ,6,7.9,1
2017,P008038   ,33,174.56666666666666,40
2017,P008041   ,24,89.33333333333333,44
2017,P008042   ,2,1.1333333333333333,-1
2017,P008049   ,27,695.8333333333334,346
2017,P008052   ,26,231.51666666666665,79
2017,P008062   ,5,2.3166666666666664,3
2017,P008066   ,19,234.0,89
2017,P008152   ,14,244.05,93
2017,P008200   ,1,0.0,0
2017,P008348   ,12,118.93333333333334,50
2017,PAAX      ,36,543.6166666666667,380
2017,PABN      ,28,604.35,185
2017,PADI      ,28,342.5,123
2017,PAGP      ,18,195.85,51
2017,PAMM      ,28,716.5333333333333,383
2017,PBAE      ,19,327.06666666666666,112
2017,PBCQ      ,30,105.26666666666667,23
2017,PBCV      ,2,10.0,0
2017,PBFX      ,34,398.8666666666667,93
2017,PBGV      ,34,348.15000000000003,87
2017,PBMT      ,31,599.9,278
2017,PBTG      ,21,26.216666666666665,-2
2017,PBWI      ,35,777.85,480
2017,PCCD      ,35,832.3,339
2017,PCHX      ,29,752.1,255
2017,PCPR      ,26,734.3333333333334,247
2017,PCVM      ,36,936.7,498
2017,PJBX      ,22,323.9,98
2017,PJCC      ,23,283.3833333333333,59
2017,PJJS      ,30,570.5666666666666,275
2017,PJLX      ,36,673.3,230
2017,PJUG      ,29,498.7166666666667,226
2017,PJUJ      ,33,480.71666666666664,180
2017,PJUO      ,24,629.9333333333333,286
2017,PJZH      ,16,127.73333333333333,10
2017,PKIW      ,27,327.3,143
2017,PKLT      ,30,709.2666666666667,418
2017,PKPD      ,36,806.8333333333334,237
2017,PKVZ      ,34,1097.1666666666667,693
2017,PLBJ      ,30,546.6,416
2017,PLDX      ,29,511.4166666666667,240
2017,PLEM      ,28,579.2,212
2017,PLHI      ,31,450.3666666666667,146
2017,PLHK      ,29,558.2,359
2017,PLIM      ,11,2.216666666666667,-1
2017,PLLH      ,35,228.81666666666666,26
2017,PLME      ,33,782.1666666666666,237
2017,PLRQ      ,24,518.1,195
2017,PLTF      ,9,6.466666666666667,1
2017,PLUO      ,30,611.3,76
2017,PLUR      ,25,398.3833333333333,278
2017,PTFX      ,34,269.53333333333336,136
2017,PTGB      ,4,71.96666666666667,26
2018,P000007   ,30,692.1,300
2018,P000046   ,20,414.5,166
2018,P000202   ,27,311.1666666666667,69
2018,P000229   ,30,791.9166666666666,262
2018,P000399   ,22,235.83333333333334,107
2018,P000436   ,23,366.9,112
2018,P000464   ,19,341.23333333333335,79
2018,P000494   ,33,116.06666666666666,23
2018,P000529   ,30,942.4333333333333,411
2018,P000531   ,30,699.3166666666666,189
2018,P000532   ,23,57.68333333333334,17
2018,P000554   ,28,406.01666666666665,123
2018,P000556   ,35,744.5833333333334,261
2018,P000848   ,16,352.01666666666665,156
2018,P000925   ,31,776.95,545
2018,P001133   ,21,489.8333333333333,260
2018,P001255   ,30,704.4,242
2018,P001287   ,19,290.2833333333333,92
2018,P001288   ,29,758.85,351
2018,P001324   ,35,604.9666666666667,302
2018,P001392   ,35,493.21666666666664,191
2018,P001433   ,30,632.05,189
2018,P001792   ,27,96.41666666666667,22
2018,P001833   ,36,1047.2,545
2018,P001844   ,35,606.0833333333334,221
2018,P001887   ,25,496.5833333333333,248
2018,P001926   ,34,878.3833333333333,502
2018,P001932   ,33,1023.2666666666667,523
2018,P001933   ,30,119.66666666666667,17
2018,P001948   ,30,380.06666666666666,207
2018,P001960   ,31,503.18333333333334,191
2018,P002008   ,30,511.6166666666667,264
2018,P002100   ,34,826.9333333333333,558
2018,P002276   ,17,51.93333333333334,-2
2018,P002328   ,34,705.4666666666667,316
2018,P002329   ,34,852.05,294
2018,P002507   ,35,709.65,463
2018,P002543   ,27,464.2,159
2018,P002551   ,29,370.35,131
2018,P002561   ,14,238.81666666666666,84
2018,P002580   ,36,1032.1666666666667,517
2018,P002582   ,26,356.56666666666666,86
2018,P002644   ,29,542.3166666666667,276
2018,P002661   ,27,188.91666666666666,74
2018,P002741   ,30,340.25,131
2018,P002744   ,29,494.15,157
2018,P002812   ,36,703.0166666666667,302
2018,P002834   ,12,209.78333333333333,11
2018,P002849   ,36,934.3333333333334,333
2018,P002925   ,24,49.85,7
2018,P002968   ,25,31.866666666666667,16
2018,P002969   ,34,374.55,136
2018,P002971   ,23,295.8833333333333,86
2018,P002980   ,33,685.6833333333333,300
2018,P003024   ,12,231.36666666666667,68
2018,P003048   ,35,912.75,474
2018,P003067   ,30,451.1,127
2018,P003091   ,24,35.55,13
2018,P003120   ,21,502.1333333333333,392
2018,P003151   ,30,538.7666666666667,259
2018,P003204   ,30,409.53333333333336,159
2018,P003210   ,33,355.8,130
2018,P003332   ,9,156.65,80
2018,P003452   ,35,340.05,142
2018,P003453   ,17,234.06666666666666,98
2018,P003469   ,30,291.35,133
2018,P003479   ,8,34.05,10
2018,P003490   ,30,711.7833333333333,295
2018,P003521   ,36,369.85,85
2018,P003537   ,30,322.95,44
2018,P003540   ,34,379.3333333333333,151
2018,P003573   ,26,391.3,127
2018,P003608   ,27,396.68333333333334,158
2018,P003921   ,22,370.15,169
2018,P003941   ,28,728.6,560
2018,P004004   ,36,796.9833333333333,367
2018,P004094   ,28,254.7,62
2018,P004096   ,21,124.63333333333333,41
2018,P004117   ,29,726.6333333333333,248
2018,P004119   ,30,549.0666666666667,301
2018,P004165   ,28,697.6333333333333,235
2018,P004178   ,30,547.2,264
2018,P004179   ,23,361.3333333333333,138
2018,P004194   ,22,396.5,223
2018,P004222   ,30,490.6,217
2018,P004251   ,29,598.9,353
2018,P004264   ,22,522.25,178
2018,P004292   ,7,0.0,0
2018,P004429   ,5,5.25,3
2018,P004499   ,15,4.016666666666667,-6
2018,P004628   ,4,0.2833333333333333,0
2018,P004834   ,25,72.66666666666666,47
2018,P004863   ,23,491.8833333333333,235
2018,P004866   ,35,890.3166666666667,368
2018,P004887   ,34,870.7166666666667,602
2018,P004888   ,35,944.5,614
2018,P004941   ,23,149.7,20
2018,P004974   ,29,619.0166666666667,251
2018,P004997   ,28,509.73333333333335,96
2018,P005014   ,28,690.2333333333333,200
2018,P005094   ,32,722.9166666666666,320
2018,P005099   ,28,561.7166666666667,286
2018,P005128   ,28,177.8,86
2018,P005145   ,28,216.05,59
2018,P005159   ,32,353.23333333333335,141
2018,P005160   ,36,644.6833333333333,339
2018,P005161   ,28,716.0666666666666,291
2018,P005348   ,9,10.183333333333334,-3
2018,P005357   ,6,31.483333333333334,1
2018,P005368   ,8,46.1,13
2018,P005415   ,22,13.316666666666666,2
2018,P005504   ,21,117.13333333333334,32
2018,P005692   ,29,45.56666666666667,8
2018,P005718   ,25,264.98333333333335,49
2018,P005757   ,33,746.5,456
2018,P005771   ,30,745.6333333333333,305
2018,P005781   ,26,643.7833333333333,216
2018,P005788   ,23,456.8,176
2018,P005789   ,35,671.9166666666666,257
2018,P005791   ,34,659.9333333333334,454
2018,P005836   ,24,416.6166666666667,199
2018,P005844   ,29,316.5833333333333,136
2018,P005884   ,25,72.63333333333333,22
2018,P005917   ,35,601.6333333333333,203
2018,P005922   ,29,490.73333333333335,220
2018,P005927   ,32,609.35,449
2018,P005928   ,34,800.8333333333334,441
2018,P005938   ,36,541.0833333333334,176
2018,P005942   ,30,444.6166666666667,116
2018,P005985   ,30,1017.7833333333333,607
2018,P006135   ,2,4.716666666666667,1
2018,P006245   ,1,0.0,0
2018,P006399   ,32,346.3833333333333,113
2018,P006402   ,18,367.75,161
2018,P006433   ,35,712.7166666666667,215
2018,P006450   ,32,810.8333333333334,461
2018,P006468   ,5,68.36666666666667,4
2018,P006497   ,16,310.26666666666665,24
2018,P006505   ,34,844.7,339
2018,P006546   ,34,620.2666666666667,168
2018,P006555   ,28,641.8333333333334,326
2018,P006561   ,3,45.13333333333333,19
2018,P006586   ,5,1.9833333333333334,-3
2018,P006590   ,35,687.55,243
2018,P006599   ,32,347.3666666666667,165
2018,P006614   ,35,875.05,305
2018,P006625   ,30,444.1,110
2018,P006640   ,29,322.8833333333333,78
2018,P006661   ,29,717.8666666666667,320
2018,P006693   ,6,0.0,0
2018,P006710   ,1,1.5166666666666666,1
2018,P006809   ,13,313.68333333333334,212
2018,P006900   ,12,25.366666666666667,3
2018,P006961   ,15,45.916666666666664,12
2018,P007032   ,29,531.9166666666666,166
2018,P007050   ,29,636.9166666666666,225
2018,P007056   ,16,329.51666666666665,157
2018,P007057   ,11,62.45,-2
2018,P007109   ,23,162.18333333333334,49
2018,P007200   ,35,747.7333333333333,485
2018,P007201   ,34,801.3833333333333,382
2018,P007230   ,10,5.7666666666666675,5
2018,P007265   ,6,0.0,0
2018,P007360   ,29,586.8833333333333,303
2018,P007398   ,29,285.03333333333336,80
2018,P007400   ,10,269.6,145
2018,P007424   ,20,350.1666666666667,91
2018,P007432   ,27,701.1333333333333,373
2018,P007497   ,2,1.0333333333333334,-1
2018,P007519   ,25,69.76666666666667,23
2018,P007524   ,8,12.933333333333334,6
2018,P007553   ,12,73.71666666666667,18
2018,P007560   ,1,2.7333333333333334,1
2018,P007634   ,1,8.55,1
2018,P007647   ,8,76.15,9
2018,P007675   ,19,52.31666666666666,24
2018,P007768   ,14,11.283333333333333,2
