player_code,season,avail_hat,frac_actual
3527,2025,0.6782528054730218,0.8157894736842105
3733,2025,0.8005601806959739,0.9473684210526315
3842,2025,0.7767056548627089,0.21052631578947367
3941,2025,0.7534869847570759,0.9210526315789473
3983,2025,0.7152442544413643,0.5789473684210527
4004,2025,0.8191229469964277,0.9210526315789473
4007,2025,0.6790033934837058,0.6578947368421053
4088,2025,0.7929975821979757,0.868421052631579
4132,2025,0.6787898802424719,0.8947368421052632
4161,2025,0.4009126784527607,0.02631578947368421
4197,2025,0.7457072363564416,0.8947368421052632
4292,2025,0.37939357018434594,0.21052631578947367
4508,2025,0.8505546238138973,0.9210526315789473
4512,2025,0.6440192060037276,0.23684210526315788
4655,2025,0.7399499033818302,0.23684210526315788
4761,2025,0.7721974239600862,0.5
4863,2025,0.7085439266892245,0.5
4866,2025,0.8604411622685625,1.0
4887,2025,0.8232988946398175,0.3684210526315789
4888,2025,0.814134174651888,0.8157894736842105
5353,2025,0.6998129843824218,0.5
5356,2025,0.7066262045766983,0.2631578947368421
5504,2025,0.7611644727621084,0.9736842105263158
5670,2025,0.5410050100827738,0.18421052631578946
5683,2025,0.5120317176236572,0.2631578947368421
5713,2025,0.31514538040936746,0.6842105263157895
5791,2025,0.8418213832685482,1.0
5844,2025,0.7550236081219589,0.13157894736842105
5928,2025,0.8496241716036556,1.0
5942,2025,0.6925252186338854,0.3684210526315789
5985,2025,0.8727999615622758,0.8947368421052632
6085,2025,0.7550449436641353,0.42105263157894735
6240,2025,0.5573052962345598,0.18421052631578946
6372,2025,0.4235509789723002,0.6052631578947368
6435,2025,0.6166170247614717,0.5263157894736842
6482,2025,0.33144841566059463,0.3684210526315789
6509,2025,0.727851507010016,0.2631578947368421
6540,2025,0.8179552401689525,0.47368421052631576
6568,2025,0.6462372797590017,0.42105263157894735
6590,2025,0.7887040707704185,0.5526315789473685
6591,2025,0.745406354499401,0.6052631578947368
6643,2025,0.6765651194885602,0.9210526315789473
6661,2025,0.3421818016768051,0.15789473684210525
6739,2025,0.8328281830733468,0.631578947368421
6760,2025,0.8426904577635155,1.0
6835,2025,0.8538556505811323,0.9210526315789473
6961,2025,0.8375780703199067,0.9473684210526315
7027,2025,0.8755149834825826,0.8421052631578947
7029,2025,0.7998699968063352,0.631578947368421
7032,2025,0.7544038986765571,0.9736842105263158
7056,2025,0.8138535631562971,0.9473684210526315
7109,2025,0.8031187516695264,0.9210526315789473
7182,2025,0.727014423429362,1.0
7200,2025,0.7911522429179669,0.3157894736842105
7201,2025,0.8427946025301638,0.6052631578947368
7230,2025,0.8109984783953813,0.34210526315789475
7464,2025,0.7203739332390059,1.0
7513,2025,0.8375230320845451,0.4473684210526316
7527,2025,0.27095218101685853,0.8947368421052632
7579,2025,0.6537735574626238,0.13157894736842105
7630,2025,0.6965612103001173,0.9210526315789473
7632,2025,0.5475639937547456,0.02631578947368421
7673,2025,0.6389549374386968,0.02631578947368421
7736,2025,0.5727716597410502,0.6578947368421053
7831,2025,0.8427397375236078,0.9210526315789473
7853,2025,0.7834299440384994,0.5789473684210527
7866,2025,0.7689551470380858,0.7368421052631579
7929,2025,0.5400143233147661,0.7368421052631579
7947,2025,0.7580619374743273,0.8157894736842105
796,2025,0.8465060009503936,0.8157894736842105
7960,2025,0.7065824634332091,0.5526315789473685
7975,2025,0.8608503996194097,1.0
7982,2025,0.8143329562044939,0.7105263157894737
7990,2025,0.7823077810729583,0.7105263157894737
7993,2025,0.7770074519884731,0.8947368421052632
8072,2025,0.7737115278921772,0.7368421052631579
8099,2025,0.8321896211556898,1.0
8104,2025,0.7048000578472146,0.13157894736842105
8161,2025,0.4752888378150039,0.47368421052631576
8173,2025,0.8018264514949741,0.9736842105263158
8232,2025,0.7208321807223295,0.7105263157894737
8384,2025,0.791990916850643,0.13157894736842105
848,2025,0.7454889593046732,0.8421052631578947
8811,2025,0.7622600868197059,0.05263157894736842
8829,2025,0.7874036936692028,1.0
8855,2025,0.7377981803857423,0.8421052631578947
8858,2025,0.37410817933870116,0.2631578947368421
8962,2025,0.8894239368432992,0.2631578947368421
8985,2025,0.79830559512785,0.7631578947368421
8987,2025,0.8696402811041297,0.7894736842105263
9005,2025,0.7888415538577559,0.9210526315789473
9035,2025,0.7589338629273636,0.3684210526315789
9048,2025,0.8523980955390615,1.0
925,2025,0.7529146954012794,0.9473684210526315
9299,2025,0.2982123058538716,0.4473684210526316
9513,2025,0.5089307219282692,0.6842105263157895
9549,2025,0.8681967719725128,0.7894736842105263
956,2025,0.6751061411802665,0.02631578947368421
9622,2025,0.756526554699451,0.3157894736842105
9664,2025,0.65507605686663,0.7368421052631579
9733,2025,0.6412526016196538,0.39473684210526316
9754,2025,0.8045806407707153,0.8947368421052632
9783,2025,0.8156071430878425,0.9210526315789473
