player_code,season,ppm_hat,ppm_sd,gap,ppm_lag_shrunk,ppm_actual
4887,2025,0.5816990153036262,0.07655642139053533,1.0,0.5650203951714594,0.5943268797838811
4888,2025,0.5279031198736454,0.06687324856227549,1.0,0.514651357789162,0.567260593356292
5353,2025,0.5438491270785212,0.09621856866223176,1.0,0.5399720037975941,0.6614893912078769
5356,2025,0.3874135564628697,0.08730271265397803,2.0,0.4142240250456034,0.03540519276160504
5504,2025,0.4056925908695622,0.09846445500584328,1.0,0.4328339051037876,0.5096683314124727
5670,2025,0.324419918056556,0.12163603736224907,1.0,0.3810407065246668,0.14527845036319612
5683,2025,0.30858740899899584,0.10552783838754723,5.0,0.364877920074901,0.029289724188430562
5713,2025,0.3609478375520797,0.1810632580048575,8.0,0.4256557833510665,0.3345454545454545
5791,2025,0.6341710290834557,0.07185382559054997,1.0,0.6024682128772236,0.6781448969596504
5844,2025,0.4740219338172832,0.08729120843790637,1.0,0.47858126097750886,0.3519061583577713
5928,2025,0.6441482909053045,0.06885873919779467,1.0,0.6084521400229683,0.5987525987525986
5942,2025,0.28743071154682737,0.09206505553422337,7.0,0.3547947033734984,0.07451102142191866
5985,2025,0.567487118873652,0.06479042005933429,1.0,0.5421781725487347,0.6350776535760214
6085,2025,0.3992290255675553,0.08613115728688024,1.0,0.4170531032300589,0.6679980029955069
6240,2025,0.40565566300928374,0.10536105551853438,1.0,0.43488437866912627,0.11251758087201125
6372,2025,0.41023755862919803,0.2465137754149537,1.0,0.46254796968119133,0.18644206394635707
6435,2025,0.45854106356397456,0.07494633141276799,1.0,0.4727843428414569,0.4306504306504306
6482,2025,0.3708603182316164,0.2141417571743303,5.0,0.4372304917283164,0.07560642654625643
6509,2025,0.32221245961705924,0.09023084755182992,1.0,0.37230677264289,0.15607580824972128
6540,2025,0.5556608057511504,0.07438535876248435,1.0,0.5249433121790364,0.5849901113771208
6568,2025,0.3862530579907409,0.11434354222848744,1.0,0.43020738658010904,0.627177700348432
6590,2025,0.39904511103224805,0.08121104956816548,1.0,0.4375854962164485,0.37617554858934166
6591,2025,0.36251093019110897,0.0789779483894053,1.0,0.3805927525145768,0.18144366042862775
6643,2025,0.28120482766592236,0.09748251654510069,2.0,0.3304908083682407,0.3380730426573839
6661,2025,0.3767712211243969,0.2550257676350175,1.0,0.4455047112619088,0.3934794828555368
6739,2025,0.35138128800423085,0.07228116369428515,1.0,0.35944517599383197,0.3602357906993668
6760,2025,0.4215579335214507,0.07020328880148752,1.0,0.4122104843113123,0.5152653679790357
6835,2025,0.5787541043903001,0.0631388073868658,1.0,0.5250740318463946,0.5603027949027322
6961,2025,0.38931491881379315,0.0742383808434815,1.0,0.3856869796908614,0.330616996507567
7027,2025,0.7303241532749422,0.06666797266596242,1.0,0.6470792588103053,0.6443699892305852
7029,2025,0.4266339674192367,0.08695682732557641,1.0,0.4340019308439804,0.2933985330073349
7032,2025,0.4320625390473034,0.08424506978091298,1.0,0.45568297299220506,0.4309140377968968
7056,2025,0.582156477224927,0.06902493678820316,1.0,0.5596835458367422,0.48032299981436793
7109,2025,0.3835536402310804,0.08286415494659168,1.0,0.40800117590159724,0.31763554708081393
7182,2025,0.3818581953939369,0.09900095094255534,1.0,0.4289812292610909,0.26170685540284755
7200,2025,0.5518613967191118,0.0703469078342498,1.0,0.5344949262758087,0.4969114619080302
7201,2025,0.4026273016945161,0.07163959547130179,1.0,0.4171071608075157,0.48478769642260106
7230,2025,0.4797216289622646,0.07104783260428413,1.0,0.461579692424655,0.41874698019004675
7464,2025,0.38590593590441824,0.09605330906468001,1.0,0.4078977227519672,0.3677080453414432
7513,2025,0.26471004387707825,0.0716594909942432,1.0,0.2865854273362566,0.15653645466083765
7527,2025,0.3829219166668863,0.37334644990474675,5.0,0.4472028455695092,0.4649028903502065
7579,2025,0.4895021549806519,0.09085054914173474,1.0,0.4872754717574299,0.5216131369234485
7630,2025,0.37359089065816603,0.09359640592408575,1.0,0.39042615420224613,0.485629335976214
7632,2025,0.3739183421431899,0.1220522936337729,1.0,0.4073588943668457,0.48257372654155495
7673,2025,0.31776982287450495,0.09512634759908177,2.0,0.3561103791755151,0.31578947368421056
7736,2025,0.3494756063606232,0.105258214335591,1.0,0.38440636879967816,0.20700152207001524
7831,2025,0.484673832743434,0.0667157961578966,1.0,0.4694079283557677,0.4758869768429998
7853,2025,0.44208578270409066,0.08373443912211477,1.0,0.46997694323791517,0.4010222134853549
7866,2025,0.3756359493589307,0.09017522141136515,1.0,0.4052691917862629,0.41942043721403155
7929,2025,0.33802031029642765,0.12265982511927029,1.0,0.3845483024947731,0.22764227642276422
7947,2025,0.35465135484112026,0.08348575974722754,1.0,0.38517335214123666,0.46541007630501785
796,2025,0.7312487488320665,0.06680162204522835,1.0,0.675030601265469,0.6655188958821371
7960,2025,0.3665254573269221,0.09877111223193415,1.0,0.4070194353223807,0.2441471571906355
7975,2025,0.5942271476006316,0.06946867892747875,1.0,0.554724124616836,0.7175133948744434
7982,2025,0.39510062451971156,0.0742128528294681,1.0,0.4107282360277625,0.46848767488341103
7990,2025,0.31302569933870295,0.08465127655293606,1.0,0.3643333543594379,0.312742310674593
7993,2025,0.32784782047931366,0.07593192840756925,3.0,0.3792008067914058,0.3569405099150142
8072,2025,0.4165445581454298,0.09324694538060711,1.0,0.42443741975676574,0.36710301650540694
8099,2025,0.41335449287152587,0.07857474661572149,1.0,0.40787867412974343,0.4658146262863002
8104,2025,0.40847308491418904,0.09176379843908906,1.0,0.4233365881932717,0.37256061502069787
8161,2025,0.35331219830899,0.1758645247662625,1.0,0.39869794948672993,0.3518424672410048
8173,2025,0.45263266490055987,0.07732614180128379,1.0,0.43607359055018935,0.4052755699187702
8232,2025,0.3953155294637798,0.09940814751336241,1.0,0.4142507030449849,0.23936170212765956
8384,2025,0.41526905579809537,0.07776757331310116,1.0,0.4092326190779382,0.0540297163439892
848,2025,0.42575416194079546,0.08256795981139259,1.0,0.45222407891807825,0.4237814343371625
8811,2025,0.4633163213264582,0.08391240661573905,1.0,0.4818398259174338,0.8188585607940446
