budget_m,budget_rel,q,q_pred,n,spent_rel,used_pct,usage_w,marginal,marginal_pred,capped,season
22.0,22.0,123.31041107127412,125.53450352198138,12,21.927337547548152,0.9966971612521888,19.999999965900432,3.4753391507666436,-1.0465981301209126,True,2025
23.0,23.0,118.46275322655327,125.44592794546574,12,22.99422907145361,0.9997490900632005,19.999999985320276,-4.8476578447208425,-0.08857557651563752,True,2025
24.0,24.0,113.27094987751323,125.88957708393806,12,23.313148892510313,0.9713812038545964,20.000000002662702,-5.191803349040043,0.443649138472324,True,2025
25.0,25.0,112.00473835931234,126.83767159539565,12,24.686144138747228,0.987445765549889,20.000000004812165,-1.2662115182008904,0.9480945114575832,True,2025
26.0,26.0,120.00932317920575,126.80219961410901,13,25.74394662688118,0.9901517933415838,20.000000009241514,8.00458481989341,-0.035471981286633536,True,2025
27.0,27.0,126.75211323168307,126.50364522032717,12,26.97667428296417,0.9991360845542284,19.97023167615711,6.742790052477318,-0.298554393781842,True,2025
28.0,28.0,122.96082420361944,127.00977555036907,12,27.928107141959153,0.9974323979271126,19.989528258652065,-3.7912890280636304,0.5061303300418984,True,2025
29.0,29.0,125.20638176535161,127.91183606298246,12,28.656111083334242,0.9881417614942842,19.999999993989015,2.24555756173217,0.9020605126133887,True,2025
30.0,30.0,124.50592901119578,129.8029014561804,12,29.997933002328214,0.9999311000776071,20.000000014545925,-0.7004527541558332,1.891065393197934,True,2025
31.0,31.0,125.6410546458865,130.69064023538613,12,30.775652728760473,0.9927629912503378,20.000000003772396,1.1351256346907235,0.8877387792057334,True,2025
32.0,32.0,120.02442457429245,131.6820212912873,12,31.570554143272254,0.9865798169772579,20.000000017673997,-5.616630071594045,0.9913810559011722,True,2025
33.0,33.0,119.23432605977258,132.52995489568056,12,32.98627208668476,0.9995840026268108,20.00000004576709,-0.7900985145198689,0.8479336043932619,True,2025
34.0,34.0,127.17283256791517,132.57612791709892,12,33.557881963917836,0.9869965283505246,19.99999998968388,7.938506508142581,0.046173021418354665,True,2025
35.0,35.0,132.19308566565624,134.1988013763372,12,34.988411411376504,0.9996688974679001,19.999999997832216,5.020253097741076,1.6226734592382854,True,2025
36.0,36.0,124.3188793151391,133.17518868712716,12,35.71256898096281,0.9920158050267447,20.000000028119718,-7.874206350517142,-1.0236126892100401,True,2025
37.0,37.0,140.61654038626128,134.08151139699726,12,36.620684080055625,0.9897482183798818,20.000000000442892,16.297661071122178,0.9063227098700963,True,2025
38.0,38.0,140.1726136325172,131.52927673246367,12,37.994985497397444,0.9998680394051959,20.000000005147275,-0.44392675374407986,-2.552234664533586,True,2025
39.0,39.0,140.1726136325172,131.54404340206995,12,38.74133366827366,0.9933675299557349,20.000000005147275,0.0,0.014766669606274263,True,2025
40.0,40.0,140.1726136325172,131.5653225996098,13,39.76827214302378,0.9942068035755944,20.000000005147275,0.0,0.021279197539854522,True,2025
10.0,10.0,79.16599931015351,101.47924303598671,12,9.998290798050448,0.9998290798050448,24.14482340794846,,,False,2025
11.0,11.0,74.52841497736718,105.7452408285023,12,10.996287361592874,0.9996624874175339,22.17636194735924,-4.637584332786332,4.265997792515591,False,2025
12.0,12.0,106.2896729778959,110.97094357431453,12,11.991010302462826,0.9992508585385688,25.59968872315709,31.761258000528727,5.225702745812228,False,2025
13.0,13.0,121.29262290439866,114.51604951021106,12,12.9118051333605,0.9932157794892693,26.076355938912354,15.002949926502751,3.5451059358965296,False,2025
